SEMANA;PLANEJAMENTO HORIZONTAL MATEMÁTICA - EF Anos Finais;;;;;;;;;;;;PLANEJAMENTO HORIZONTAL MATEMÁTICA - EF Anos Iniciais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;A111;? Introdução à contagem: princípio aditivo;A117;? Interpretando dados em tabelas;A123;? Casos de congruência de triângulos;A111;? Revisão: Problemas com números;A117;? Revisão: interpretação e organização de dados;A123;? Revisão: relações métricas no triângulo retângulo;A111;? Revisão: equação da reta;A117;? Inequação produto;A123;? Triângulos inscritos em circunferências;A111;"? Gráfico de f(x) = ax2, a ? 0, e 
g(x) = ax2 + c, a ? 0";A117;"? Equação da circunferência dados
centro e raio";A123;? Incentro;;;;;;;;;;;;;;;;;;;;
;A112;? Princípio multiplicativo;A118;? Interpretando dados em tabelas;;;A112;? Problemas que contam histórias (I);A118;? Relações de A em B;;;A112;? Equações lineares;A118;;;;A112;"? Gráfico de f(x) = a(x-k)2, a ? 0, e 
g(x) = a(x-k)2 + ?, a ? 0";A118;? Encontrando centro e raio dada a equação da circunferência;;;;;;;;;;;;;;;;;;;;;;
24;A113;? Ferramentas importantes em contagem;A119;? Interpretando dados em gráficos;A124;? Exercícios;A113;? Problemas que contam histórias (II);A119;? Simetria;A124;? Área de triângulos retângulos;A113;? Conjunto verdade de uma equação linear com duas variáveis;A119;? Inequação quociente;A124;? Triângulos circunscritos a circunferências;A113;"? Gráfico de f(x) = ax2 + bx + c, 
a ? 0";A119;? Quando uma equação é de circunferência;A124;? Circuncentro;;;;;;;;;;;;;;;;;;;;
;A114;Cap 28 - Porcentagem;A120;? Interpretando dados em gráficos;;;A114;? Problemas que contam histórias (III);A120;;;;A114;? Sistemas lineares com duas equações e duas variáveis;A120;;;;A114;;A120;;;;;;;;;;;;;;;;;;;;;;;
;;? Revisão: frações e decimais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;A115;? Escrevendo porcentagens como decimais;A121;? Probabilidades;A125;? Exercícios;A115;? Problemas antigos (I);A121;Cap 20 - Teorema de Tales;A125;? Composição e decomposição de figuras;A115;? Sistemas determinados, indeterminados e impossíveis;A121;? Sistemas de inequações;A125;? Quadriláteros inscritos e circunscritos;A115;? Problemas de otimização;A121;? Gráficos de relações;A125;? Ortocentro;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;? Revisão: retas paralelas cortadas por uma transversal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;A116;?  Porcentagem de um número em relação a outro;A122;? Probabilidades;;;A116;? Problemas antigos (II);A122;? Teorema de Tales;;;A116;? Intersecção de retas;A122;;;;A116;;A122;? Exercícios;;;;;;;;;;;;;;;;;;;;;;
MÓDULO 7;;;;;;;MÓDULO 7;;;;;;MÓDULO 7;;;;;;MÓDULO 7;;;;;;;;;;;;;;;;;;;;;;;;;
26;"Cap 31 - Equações produto e algumas equações 
com módulo";;Cap 33 - Números inteiros: divisibilidade, mdc e mmc;;Cap 34 - Semelhança de figuras;;Cap 22 - Razões e proporções;;Cap 23 - Racionalização de denominadores;;Cap 25 - Área de um triângulo qualquer;;Cap 24 - Probabilidade e estatística (III);;Cap 25 - Introdução ao conceito de função;;Cap 26 - Polígonos (III);;Cap 20 - Funções sobrejetora, injetora e bijetora;;Cap 21 - Análise Combinatória;;Cap 22 - Quadriláteros;;;;;;;;;;;;;;;;;;;;;
;A126;? Revisão: equações e módulo;A134;? Revisão: inteiros;A142;? Figuras semelhantes;A126;? Revisão: regras de divisibilidade;A134;? Revisão: polinômios;A142;? Revisão: área de algumas figuras;A126;? Espaço amostral e evento;A134;? Introdução ao conceito de função;A142;? Revisão: construção de ângulos;A126;? Função: alguns exercícios importantes;A134;? Revisão: princípios aditivo e multiplicativo;A142;? Revisão: retas paralelas cortadas por uma transversal;;;;;;;;;;;;;;;;;;;;
;A127;? Equação produto;A135;? Relação de divisibilidade;;;A127;? Razões, proporções e porcentagens;A135;?  Racionalização de denominadores do tipo ?a e 3?a;;;A127;? Probabilidade de um evento - Cálculo;A135 ;? Notações e gráficos;;;A127;;A135;? Fatorial e arranjo;;;;;;;;;;;;;;;;;;;;;;
27;A128;? Colocando em evidência e um produto importante;A136;? Propriedades da divisibilidade;A143;? Ampliações e reduções;A128;? Razões, proporções e porcentagens;A136;?  Racionalização de denominadores do tipo       e ;A143;? Figuras geométricas equivalentes;A128;? Cálculo de probababilidade - União de eventos;A136;? Relações e funções representadas por sentenças abertas;A143;? Revisão – Polígonos: ângulos;A128;? Função sobrejetora;A136;? Permutação simples;A143;? Paralelogramos: diagonais;;;;;;;;;;;;;;;;;;;;
;A129;? Equações com módulo;A137;? Conjunto dos divisores;;;A129;? Propriedade 1;A137;?  Racionalização de denominadores do tipo ?a+?b e ?a-?b ;;;A129;? Pesquisas amostrais;A137;;;;A129;? Função injetora;A137;? Permutação com repetição;;;;;;;;;;;;;;;;;;;;;;
28;A130;? Exercícios;A138;? Divisores próprios, impróprios e números primos;A144;? Retas paralelas cortadas por uma transversal;A130;? Média geométrica e propriedade 2;A138;?  Racionalização de denominadores do tipo ?a + ?b + ?c;A144;? Alturas de um triângulo;A130;? Revisão: tabelas de frequências;A138 ;? Domínio, contradomínio e imagem;A144;? Polígonos regulares;A130;? Função bijetora;A138;? Permutação circular;A144;? Paralelogramos: áreas;;;;;;;;;;;;;;;;;;;;
;A131;Cap 32 - Aumento e redução percentuais;A139;? Mínimo e máximo de um conjunto e mdc;;;A131;? Propriedades 3, 4 e 5;A139;Cap 24 - Probabilidade e Estatística (II);;;A131 ;? Histograma;A139;? Gráfico de f(x) = ax + b;;;A131;;A139;? Combinação (I): combinação simples;;;;;;;;;;;;;;;;;;;;;;
;;? Revisão: porcentagem;;;;;;;;? Revisão: médias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;A132;? Aumento percentual;A140;? mdc e primos entre si;A145;? Razão de semelhança;A132;? Divisão em partes proporcionais;A140;? Construindo tabelas de frequência;A145;? Área de um triângulo qualquer;A132;? Medidas de tendência central;A140;? Função composta;A145;? Polígonos inscritíveis e circunscritíveis;A132;? Exercícios;A140;? Combinação (II): tudo menos o que não interessa;A145;? Quadriláteros quaisquer;;;;;;;;;;;;;;;;;;;;
;A133;? Redução percentual;A141;? Conjunto dos múltiplos e mmc;;;A133;? Exercícios;A141;? Estudo de tendências;;;A133;;A141;;;;A133;;A141;? Combinação (III): divisão em casos;;;;;;;;;;;;;;;;;;;;;;
MÓDULO 8;;;;;;;MÓDULO 8;;;;;;MÓDULO 8;;;;;;MÓDULO 8;;;;;;;;;;;;;;;;;;;;;;;;;
30;Cap 35 - Operações com potências de 10;;Cap 37 - Dízimas periódicas;;Cap 38 - Introdução ao plano cartesiano;;Cap 26 - Potência: base real e expoente racional;;Cap 27 - Interpretando textos e dados: a reta no plano R2;;Cap 28 - Polígonos (III): ângulos;;Cap 27 - Problemas do 2º grau;;Cap 28 - Sequências e progressões;;Cap 29 - Cálculo dos volumes de algumas figuras;;Cap 23 - Domínio e imagem de funções;;Cap 24 - Probabilidade e estatística (III);;Cap 25 - Trigonometria e polígonos;;;;;;;;;;;;;;;;;;;;;
;A146;? Multiplicação;A152;? Decimais e frações;A158;? Par ordenado e produto cartesiano;A146;? Revisão: problemas que contam histórias ou apresentam situações;A152;? Revisão: o plano R2;A158;? Polígonos regulares e simetria;A146;? Revisão: usando duas variáveis para resolver alguns problemas;A152;? Sequências;A158 ;? Revisão: transformações geométricas;A146;? Revisão – Funções;A152;? Evento complementar;A158;? Áreas de polígonos regulares;;;;;;;;;;;;;;;;;;;;
;A147;? Divisão;A153;? Fração geratriz;;;A147;? Potências de expoentes fracionários;A153;? Gráficos na forma de segmento de reta;;;A147;? Problemas do 2º grau;A153;? Sequências;;;A147;? Domínio de funções;A153;? Probabilidade condicional e eventos;;;;;;;;;;;;;;;;;;;;;;
31;A148;? Aproximações;A154;? Fração geratriz: um método;A159;? Representação do produto cartesiano;A148;? Potências de expoentes negativos;A154;? Inclinação de uma reta no plano R2;A159;"? Ângulos centrais e internos
de um polígono regular";A148;? Problemas que envolvem soma e produto de dois números;A154;? Progressões aritméticas;A159;? Volume de paralelepípedos;A148;? Imagem de funções (I);A154;? Análise de gráficos;A159;? Lado, raio do círculo inscrito e raio do círculo circunscrito de polígono regular;;;;;;;;;;;;;;;;;;;;
;A149;Cap 36 - Problemas (I);A155;? As dízimas no contexto;;;A149;? Propriedades (I);A155;? Inclinação de uma reta no plano R²;;;A149 ;? Problemas que envolvem aumento ou redução de quantias;A155;? PA – Propriedades;;;A149;? Imagem de funções (II);A155;? Construção de gráficos e medidas de tendência central;;;;;;;;;;;;;;;;;;;;;;
;;? Problemas com números;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;A150;? Problemas com números;A156;? Revisão de números inteiros;A160;"? Representação do R2 e
os 4 quadrantes";A150;? Propriedades (II);A156;? Interpretando textos e gráficos;A160;? Soma dos ângulos internos e externos de um polígono convexo;A150;"? Problemas que envolvem rapidez
 e vazão";A156 ;? Soma dos termos de uma PA;A160;? Volume de cilindros;A150;? Imagem de funções (III);A156;? Construção de gráficos e medidas de tendência central;A160;? Projeção ortogonal;;;;;;;;;;;;;;;;;;;;
;A151;? Soma de dois números;A157;? Revisão de números racionais;;;A151;? Raízes quadradas: alguns cálculos;A157;? Interpretando gráficos;;;A151;;A157 ;? Exercícios;;;A151;? Imagem de funções (IV);A157;? Execução de pesquisa amostral;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
